algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;82;111;11.10
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;82;111;11.10
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;82;111;11.10
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;150;113;11.30
bubble;0.05;1000;76;131;13.10
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;78;110;11.00
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;147;124;12.40
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;95;112;11.20
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;154;109;10.90
bubble;0.05;1000;104;119;11.90
bubble;0.05;1000;70;125;12.50
bubble;0.05;1000;57;127;12.70
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;108;110;11.00
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;78;126;12.60
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;113;107;10.70
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;85;114;11.40
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;104;111;11.10
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;103;117;11.70
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;138;102;10.20
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;72;125;12.50
bubble;0.05;1000;81;119;11.90
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;65;121;12.10
bubble;0.05;1000;98;123;12.30
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;73;122;12.20
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;47;125;12.50
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;127;118;11.80
bubble;0.05;1000;110;116;11.60
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;98;105;10.50
bubble;0.05;1000;65;112;11.20
bubble;0.05;1000;65;111;11.10
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;63;114;11.40
bubble;0.05;1000;142;132;13.20
bubble;0.05;1000;65;111;11.10
insertion;0.05;10000;14;2573;25.73
insertion;0.05;10000;15;2570;25.70
insertion;0.05;10000;17;2572;25.72
insertion;0.05;10000;24;2562;25.62
insertion;0.05;10000;16;2583;25.83
insertion;0.05;10000;18;2592;25.92
insertion;0.05;10000;19;2568;25.68
insertion;0.05;10000;18;2564;25.64
insertion;0.05;10000;18;2514;25.14
insertion;0.05;10000;21;2577;25.77
insertion;0.05;10000;22;2577;25.77
insertion;0.05;10000;16;2518;25.18
insertion;0.05;10000;17;2589;25.89
insertion;0.05;10000;19;2545;25.45
insertion;0.05;10000;17;2577;25.77
insertion;0.05;10000;16;2601;26.01
insertion;0.05;10000;18;2588;25.88
insertion;0.05;10000;22;2566;25.66
insertion;0.05;10000;16;2623;26.23
insertion;0.05;10000;20;2564;25.64
insertion;0.05;10000;18;2585;25.85
insertion;0.05;10000;18;2594;25.94
insertion;0.05;10000;19;2550;25.50
insertion;0.05;10000;18;2574;25.74
insertion;0.05;10000;18;2560;25.60
insertion;0.05;10000;19;2497;24.97
insertion;0.05;10000;18;2535;25.35
insertion;0.05;10000;16;2560;25.60
insertion;0.05;10000;18;2531;25.31
insertion;0.05;10000;18;2531;25.31
insertion;0.05;10000;19;2573;25.73
insertion;0.05;10000;20;2542;25.42
insertion;0.05;10000;18;2535;25.35
insertion;0.05;10000;18;2574;25.74
insertion;0.05;10000;20;2596;25.96
insertion;0.05;10000;19;2550;25.50
insertion;0.05;10000;20;2574;25.74
insertion;0.05;10000;18;2585;25.85
insertion;0.05;10000;20;2564;25.64
insertion;0.05;10000;19;2576;25.76
insertion;0.05;10000;22;2566;25.66
insertion;0.05;10000;18;2588;25.88
insertion;0.05;10000;16;2601;26.01
insertion;0.05;10000;19;2545;25.45
insertion;0.05;10000;17;2577;25.77
insertion;0.05;10000;17;2589;25.89
insertion;0.05;10000;16;2518;25.18
insertion;0.05;10000;22;2577;25.77
insertion;0.05;10000;21;2577;25.77
insertion;0.05;10000;18;2564;25.64
insertion;0.05;10000;18;2514;25.14
insertion;0.05;10000;18;2579;25.79
insertion;0.05;10000;19;2568;25.68
insertion;0.05;10000;16;2583;25.83
insertion;0.05;10000;17;2572;25.72
insertion;0.05;10000;19;2539;25.39
insertion;0.05;10000;14;2573;25.73
insertion;0.05;10000;15;2570;25.70
insertion;0.05;10000;19;2539;25.39
insertion;0.05;10000;17;2572;25.72
insertion;0.05;10000;15;2570;25.70
insertion;0.05;10000;24;2562;25.62
insertion;0.05;10000;24;2545;25.45
insertion;0.05;10000;21;2571;25.71
insertion;0.05;10000;17;2539;25.39
insertion;0.05;10000;18;2564;25.64
insertion;0.05;10000;18;2561;25.61
insertion;0.05;10000;18;2579;25.79
insertion;0.05;10000;19;2545;25.45
insertion;0.05;10000;16;2518;25.18
insertion;0.05;10000;19;2562;25.62
insertion;0.05;10000;19;2484;24.84
insertion;0.05;10000;18;2519;25.19
insertion;0.05;10000;19;2545;25.45
insertion;0.05;10000;18;2525;25.25
insertion;0.05;10000;22;2566;25.66
insertion;0.05;10000;18;2588;25.88
insertion;0.05;10000;16;2623;26.23
insertion;0.05;10000;19;2576;25.76
insertion;0.05;10000;20;2552;25.52
insertion;0.05;10000;19;2550;25.50
insertion;0.05;10000;17;2562;25.62
insertion;0.05;10000;20;2574;25.74
insertion;0.05;10000;20;2556;25.56
insertion;0.05;10000;19;2497;24.97
insertion;0.05;10000;18;2560;25.60
insertion;0.05;10000;16;2546;25.46
insertion;0.05;10000;18;2574;25.74
insertion;0.05;10000;18;2574;25.74
insertion;0.05;10000;18;2560;25.60
insertion;0.05;10000;16;2546;25.46
insertion;0.05;10000;20;2556;25.56
insertion;0.05;10000;19;2497;24.97
insertion;0.05;10000;20;2574;25.74
insertion;0.05;10000;18;2560;25.60
insertion;0.05;10000;19;2550;25.50
insertion;0.05;10000;20;2552;25.52
insertion;0.05;10000;19;2576;25.76
insertion;0.05;10000;16;2623;26.23
insertion;0.05;10000;18;2588;25.88
insertion;0.05;10000;22;2566;25.66
insertion;0.05;10000;18;2525;25.25
insertion;0.05;10000;16;2601;26.01
insertion;0.05;10000;18;2519;25.19
insertion;0.05;10000;19;2562;25.62
insertion;0.05;10000;21;2577;25.77
insertion;0.05;10000;16;2518;25.18
insertion;0.05;10000;18;2561;25.61
insertion;0.05;10000;19;2545;25.45
insertion;0.05;10000;18;2579;25.79
insertion;0.05;10000;17;2539;25.39
insertion;0.05;10000;19;2540;25.40
insertion;0.05;10000;15;2570;25.70
insertion;0.05;10000;24;2545;25.45
insertion;0.05;10000;15;2570;25.70
insertion;0.05;10000;14;2573;25.73
insertion;0.05;10000;19;2539;25.39
insertion;0.05;10000;17;2572;25.72
insertion;0.05;10000;16;2589;25.89
insertion;0.05;10000;17;2635;26.35
insertion;0.05;10000;19;2583;25.83
insertion;0.05;10000;14;2573;25.73
insertion;0.05;10000;20;2545;25.45
insertion;0.05;10000;18;2574;25.74
insertion;0.05;10000;17;2575;25.75
insertion;0.05;10000;15;2528;25.28
insertion;0.05;10000;19;2484;24.84
insertion;0.05;10000;18;2564;25.64
insertion;0.05;10000;18;2514;25.14
insertion;0.05;10000;20;2542;25.42
insertion;0.05;10000;17;2507;25.07
insertion;0.05;10000;19;2562;25.62
insertion;0.05;10000;16;2601;26.01
insertion;0.05;10000;18;2525;25.25
insertion;0.05;10000;18;2568;25.68
insertion;0.05;10000;18;2585;25.85
insertion;0.05;10000;16;2554;25.54
insertion;0.05;10000;17;2568;25.68
insertion;0.05;10000;16;2574;25.74
insertion;0.05;10000;16;2605;26.05
insertion;0.05;10000;17;2543;25.43
insertion;0.05;10000;17;2526;25.26
insertion;0.05;10000;18;2594;25.94
insertion;0.05;10000;19;2550;25.50
insertion;0.05;10000;19;2497;24.97
insertion;0.05;10000;20;2542;25.42
insertion;0.05;10000;17;2567;25.67
insertion;0.05;10000;16;2565;25.65
insertion;0.05;10000;17;2565;25.65
insertion;0.05;10000;16;2565;25.65
insertion;0.05;10000;17;2565;25.65
insertion;0.05;10000;20;2542;25.42
insertion;0.05;10000;18;2535;25.35
insertion;0.05;10000;19;2497;24.97
insertion;0.05;10000;19;2550;25.50
insertion;0.05;10000;18;2594;25.94
insertion;0.05;10000;17;2526;25.26
insertion;0.05;10000;17;2543;25.43
insertion;0.05;10000;16;2574;25.74
insertion;0.05;10000;16;2605;26.05
insertion;0.05;10000;17;2568;25.68
insertion;0.05;10000;16;2554;25.54
insertion;0.05;10000;18;2585;25.85
insertion;0.05;10000;18;2568;25.68
insertion;0.05;10000;18;2519;25.19
insertion;0.05;10000;16;2601;26.01
insertion;0.05;10000;17;2507;25.07
insertion;0.05;10000;19;2603;26.03
insertion;0.05;10000;16;2563;25.63
insertion;0.05;10000;20;2542;25.42
insertion;0.05;10000;18;2514;25.14
insertion;0.05;10000;19;2545;25.45
insertion;0.05;10000;17;2575;25.75
insertion;0.05;10000;15;2528;25.28
insertion;0.05;10000;18;2574;25.74
insertion;0.05;10000;14;2573;25.73
insertion;0.05;10000;20;2545;25.45
insertion;0.05;10000;17;2635;26.35
insertion;0.05;10000;19;2583;25.83
insertion;0.05;10000;16;2589;25.89
insertion;0.05;10000;17;2616;26.16
insertion;0.05;10000;20;2545;25.45
insertion;0.05;10000;16;2583;25.83
insertion;0.05;10000;19;2539;25.39
insertion;0.05;10000;17;2572;25.72
insertion;0.05;10000;16;2540;25.40
insertion;0.05;10000;19;2484;24.84
insertion;0.05;10000;15;2528;25.28
insertion;0.05;10000;19;2603;26.03
insertion;0.05;10000;18;2579;25.79
insertion;0.05;10000;18;2514;25.14
insertion;0.05;10000;16;2563;25.63
insertion;0.05;10000;18;2525;25.25
insertion;0.05;10000;22;2528;25.28
insertion;0.05;10000;18;2564;25.64
insertion;0.05;10000;16;2628;26.28
insertion;0.05;10000;19;2576;25.76
insertion;0.05;10000;20;2552;25.52
insertion;0.05;10000;22;2571;25.71
insertion;0.05;10000;16;2574;25.74
insertion;0.05;10000;17;2568;25.68
insertion;0.05;10000;18;2594;25.94
insertion;0.05;10000;17;2526;25.26
insertion;0.05;10000;15;2547;25.47
insertion;0.05;10000;18;2560;25.60
insertion;0.05;10000;16;2565;25.65
insertion;0.05;10000;17;2567;25.67
insertion;0.05;10000;17;2565;25.65
insertion;0.05;10000;18;2592;25.92
insertion;0.05;10000;18;2592;25.92
insertion;0.05;10000;17;2567;25.67
insertion;0.05;10000;20;2542;25.42
insertion;0.05;10000;18;2560;25.60
insertion;0.05;10000;16;2546;25.46
insertion;0.05;10000;18;2582;25.82
insertion;0.05;10000;19;2550;25.50
insertion;0.05;10000;17;2557;25.57
insertion;0.05;10000;22;2566;25.66
insertion;0.05;10000;16;2574;25.74
insertion;0.05;10000;22;2571;25.71
insertion;0.05;10000;20;2552;25.52
insertion;0.05;10000;19;2576;25.76
insertion;0.05;10000;16;2628;26.28
insertion;0.05;10000;22;2528;25.28
insertion;0.05;10000;17;2572;25.72
insertion;0.05;10000;18;2525;25.25
insertion;0.05;10000;17;2507;25.07
insertion;0.05;10000;16;2563;25.63
insertion;0.05;10000;19;2603;26.03
insertion;0.05;10000;18;2579;25.79
insertion;0.05;10000;15;2528;25.28
insertion;0.05;10000;19;2484;24.84
insertion;0.05;10000;16;2540;25.40
insertion;0.05;10000;19;2539;25.39
insertion;0.05;10000;17;2635;26.35
insertion;0.05;10000;20;2545;25.45
insertion;0.05;10000;16;2583;25.83
